ID,Oku_Text,English_NIV_Equivalent
3508,Nè tum wen me.,"“Go,” he told him, “wash in the Pool of Siloam” (this word means “Sent”)."
3509,Se lu bek ghe we ghɛne báà se keele kenǝǝ ke me suuyen?,So the man went and washed and came home seeing.
3510,Ke lu bek ge ghene báà se koje se yio kenǝǝ ke me suuyen.,"His neighbors and those who had formerly seen him begging asked, ""Isn’t this the same man who used to sit and beg?”"
3511,Ghen lu ghone Ba ǝ wen we Satan.,Some claimed that he was.
3512,Ghene koje se ye neey əbnəə we ba ǝ wen kernen.,"Others said, ""No, he only looks like him.” But he himself insisted, ""I am the man.”"
3513,Əb nè yuyte ghel se əmməən,ne ǝb nè beey ghàà yî ye suuy ǝbluuy bek ge ǝbluuye báà se lu ɛ wene məm.
3514,"Əb yia ǝbbuam fene lu nchiine a wen bek ge ǝb lu wel ǝbbuam, gese lu ba əbbuam əbjim.","He replied, ""The man they call Jesus made some mud and put it on my eyes. He told me to go to Siloam and wash. So I went and washed, and then I could see.”"
3515,Dî ne me suuy ǝbluuy,ne ghey kenǝǝ ke ghene báà se beeme me.
3516,Wel se ghen le lòó əb din mbee ge neey me-a?,They brought to the Pharisees the man who had been blind.
3517,Με se suuy ǝbluuy ne ghen beeme wiy kenəə ke me suuyen bek ghe?,Now the day on which Jesus had made the mud and opened the man’s eyes was a Sabbath.
3518,Wel we luun wele Feyine yióté giese Feyin.,Therefore the Pharisees also asked him how he had received his sight.
3519,Ghene báà se lu ghel a Feyine.,“He put mud on my eyes” the man replied “and I washed and now I see.”
3520,Ghey kenǝǝ ke ke neeyen ghene jia se yiotee.,"Some of the Pharisees said, ""This man is not from God, for he does not keep the Sabbath.” But others asked, ""How can a sinner perform such signs?” So they were divided."
3521,Ghele Juus ghii me bif se Jesus ge: Ghɛs le kè báà se lu ɛ titiy se suuy ge wè lu wele Samalia,gese ki eyfim-a?
3522,Jesus fise ge: Me ki wiy eyfim.,They still did not believe that he had been blind and had received his sight until they sent for the man’s parents.
3523,Me ngvəmle Ba ǝ Wom,di ne ghen ngvəmle wiy me.
3524,Me se me ngen báà se kɛje ge ghele ye ngvamle me.,"“We know he is our son,” the parents answered, “and we know he was born blind."
3525,Wel lu we ǝb kerjen ge ghele ye ngvəmle me ne lu wen we ab tenen nsak.,But how he can see now or who opened his eyes we don’t know. Ask him. He is of age; he will speak for himself.”
3526,Me suuye ǝbluuy se ghen ge naa nde we ǝb neeyen kenǝǝ ke me suuyen lu ne ǝb jia yî kuo.,His parents said this because they were afraid of the Jewish leaders who already had decided that anyone who acknowledged that Jesus was the Messiah would be put out of the synagogue.
3527,Ghele Juus ghii suuy ge: Ghes lootemen keele e leenen ge wè ki eyfim.,That was why his parents said “He is of age; ask him.”
3528,Ablaham nè lô kuo,ghele ntum na Feyine kuo
3529,Ке chèmè dine ge wè chia ba a wes Ablaham we ǝb nè kuon,nè ghele ntum nə Feyine ghe é nè kuon-a?
3530,Wè kwaate ge wè lu nde?,"Then they asked him, ""What did he do to you? How did he open your eyes?”"
3531,"Jesus fise ge: Me lòò è ye lose ngerŋ ə yom, fene lu kenǝǝ lólò.","He answered, ""I have told you already and you did not listen. Why do you want to hear it again? Do you want to become his disciples too?”"
3532,"Wel we ǝb losen me lu Ba ǝ wom, ne lu wen we ghene suuyen ge lu Feyine fen.","Then they hurled insults at him and said, ""You are this fellow’s disciple! We are disciples of Moses!"
3533,"Ghene beey ghàà ye ke wen, πε me ke wen.",We know that God spoke to Moses but as for this fellow we don’t even know where he comes from.”
3534,"Me kè lòò è ye suuy ge me ke wiy wen, fene me lu wel ǝbbuam ka ghen.","The man answered, ""Now that is remarkable! You don’t know where he comes from, yet he opened my eyes."
3535,Me ke wen gese neeye kenǝa ke ǝb suuyen.,We know that God does not listen to sinners. He listens to the godly person who does his will.
3536,Ba a wene Ablaham nè sarjle se yen ǝbliy we me gwiy e ten.,Nobody has ever heard of opening the eyes of a man born blind.
3537,Əb nè lô yen,è se sarglee.
3538,"Ghele Juus ghii suuy se wen ge: Wề chèmè beey ghàà chin nguk əmmtan, wè se suuye ge wè yenmen Ablaham leey?","To this they replied, ""You were steeped in sin at birth; how dare you lecture us!” And they threw him out."
3539,"Jesus me suuy se ghene ge: Με suuy ǝbluuy se ghen ge, ne é gee se bii Ablaham, lu ne Με Lu.","Jesus heard that they had thrown him out, and when he found him, he said, ""Do you believe in the Son of Man?”"
3540,"Ghene birgte etiy ge é tamle Jesus sõ, ǝb saame e ghene məm, è fǝy se ndaa-eykokse fey.","“Who is he, sir?” the man asked. “Tell me so that I may believe in him.”"
3541,Jesus loo ghanle ndu è ye wel ǝblee ne é nè bii ne ǝb fefmen.,As he went along
3542,Ghon-eyfel na wene bif se wen ge: Ndinte,nè nɛɛy nde mbee ne é geese bii wel vin ne ǝb fefmen? Nè nery wen moo
3543,Jesus fise ge: Ke wiy ge wel vin nè nɛɛy mbee,ne ke báà se lu ge ba a wen ghene no a wen nè neey mbee. É nè bii wen ne ǝb fefmen se nezy ge cyfel a Feyine yensen & wen ə əbghun.
3544,Ghesen tiy se ye nɛɛy eyfele wel we ǝb nè tumen me ne bo bezy nè nchuy. Ntake gwiye wɛ lòó wel jia bo fel.,As long as it is day
3545,Ka me bo beeyen e mbi fen,lu ne me lu kekaakene mbi.
3546,Əb suuy di è me tio gylie e ntie,è toote kechiale nè eylie tene
3547,è suuy se wen ge: Ndu è suu eshie a ghie e kechǝme Siloam. (Eyghel ye Siloam yin lu ge: É tum tumen.) Wel vi ndu è suu eshie ǝ wen è kase fiile ne əb se yene ǝblik.,"“Go,” he told him, “wash in the Pool of Siloam” (this word means “Sent”). So the man went and washed, and came home seeing."
3548,Ghel ghe chiin báksen se wen gese nè ghel ghe é nè yɛnen ne ǝb yese lonen fenloone me se kante ge: Vin le báà se lu wel we ǝb nè yese diom fen lone fenloone-a?,"His neighbors and those who had formerly seen him begging asked, ""Isn’t this the same man who used to sit and beg?”"
3549,Ghel elee suuy ge: Lu wen. Elee suuy ge: Əb fuosen wen fuosen.,Some claimed that he was. Others said
3550,Wel vi se wene ngern fise ge: Lu ken naa me.,But he himself insisted
3551,Ghene bif se wen ge: Ke ghan lery ge wê ye yen ǝblik?,“How then were your eyes opened?” they asked.
3552,Əb fise ge: Wel vi we é torņten ge Jesus kè toote kechiale,è yiose eshie ǝ ghom so
3553,Ghene bif se wen ge: Wel nê vi waay? Əb fise ge: Me báà se ke ghaa ǝb luun.,"“Where is this man?” they asked him. “I don’t know,” he said."
3554,Ghele kenone Falisee chakle ǝbchio wel we Jesus nè chuken,They brought to the Pharisees the man who had been blind.
3555,Ghene me lis wel we nè yi luun kenfef vi è ndu so se ghele kenone Falisee.,Now the day on which Jesus had made the mud and opened the man’s eyes was a Sabbath.
3556,Nè lu dì ne Jesus nè toote kechiale è ylàse eshie wel vi so ne lu & kechii rybam.,Therefore the Pharisees also asked him how he had received his sight.
3557,Ghele kenone Falisee ghii gese bif se wel vi ge ǝb se ghan leey se geese ye yen ǝblik-a. Əb suuy se ghene ge: Əb kè yiose kechiale e me eshie,me ndu è suu eshie a ghom
3558,Falisee se clee suuy ge: Wel we ǝb kè nɛɛyen kenǝǝ kine báà loo ne lu se Feyine,bek ge ab báà se bame eybam. Ghene clee suuy kê ghene ge: Loo leeye wele mbee γε πεεy əbnəə əbchio ǝbyúméné ka vin-a? Əbngiabsene me fǝy & ghene məm.
3559,Ghel ghii gese bif se wel vi ge: Ka wè suuyen ge kè yiase wel nê vì eshie a ghie,wè suuy kie gee ghe kum wen.
3560,Əb fise ge: Əb lu wele ntum na Feyine.,The man replied
3561,Ghế mbiye na ghele Juus ghii nè báà se koje se beeme ge wel vi nè lô se lu kenfef se geese ye yen ǝblik. Ne ghene geese beeme,ghene nè lô jan ba ǝ wen ghene no a wen
3562,è bif se ghene ge: Vin le lu wán ə wen we ghene suuy ge é nè bii wen ne ab fefmen-a? Ke ghan leey ge ab ye yen ǝblik & leenen?,“Is this your son?” they asked. “Is this the one you say was born blind? How is it that now he can see?”
3563,Ghene fise ge: Ghes ke ge ǝb lu wán a wes,ne ghes ke ge é nè bii wen ne ǝb fefmen.
3564,Dî ne ghese báà se ke ge ǝb se ghan leey se geese ye yen əblik-a,gese ke wiy ge se yiase nde eshir ə wen-a. Ghen bif se wen; eshie ǝ wene yiomen
3565,Ba a wen ghene no a wen nè suuy di bek ge ghene nè fane ghé mbiye na ghele Juuse ghi ghe é nè lemenmen ge naa nde beeme ge Jesus lu Vi we Feyine nè Yiosen é jum se ngay zyjem.,His parents said this because they were afraid of the Jewish leaders who already had decided that anyone who acknowledged that Jesus was the Messiah would be put out of the synagogue.
3566,Ghey kenǝǝ ke ke në neeyen ba a wen ghene no a wen suuy ge: Eshie a wene yiomen; ghen bif se wen.,That was why his parents said
3567,Ghene gese jarj wel vi we é nè biin ne ab fefmen è suuy se wen ge: Kan zyghel a Feyin ge wè suuy ǝbluuy! Ghes ke ge wel vin we ab kè chuken wè lu wele mbeese.,"A second time they summoned the man who had been blind. ""Give glory to God by telling the truth,” they said. ""We know this man is a sinner.”"
3568,Əb fise ge: Meɛ bán se ke ge ǝb se lu wele mbee moo ab wiy-a. Ke me keen lu ge me në lu kenfef,se lu e leenen në me se yene ǝblik.
3569,Ghene gese bif se wen ge: Əb kè necy ghe se wê? Əb kè yiasé lexy eshie a ghie?,"Then they asked him, ""What did he do to you? How did he open your eyes?”"
3570,ǝb fise ge: Me kè suuymen,ne ghen kone wiy se yiote. Ghene gese kene se yio se jel leey? Ghene kene se ye lu ghon-eyfel na wen-a?
3571,Ghene me tryle wen teylen è suuy ge: Wê lu wán-cyfel na bie nê vi,nè ghes lu kese ghon-eyfel nə Moses.
3572,Ghes ke ge Feyine nè sugnen se Moses,di ne se bie vin lu ne ghes ke wiy ghaa ǝb lòòn.
3573,Wel vi me suuy ge: Lu kenǝǝ abchio ǝbyúméné se me! Ghen ke wiy ghaa ǝb lòòn,dĩ ǝb ko yiase eshie a ghom.
3574,Ghesen ke ge Feyine báà se yiote kenǝǝ ke ghele mbee suuyen. Əb yiote ne lu se ghel ghe é ngvamlen wen,neey kenǝə ke ǝb kerjen.
3575,Naa ka mbi nè kerten,wel nè bɛɛy ghàà yio ge wel kè yiase eshie a wel we é nè biển ne ǝb fefmen.
3576,Buu ge wel vin lòò ne lu se Feyine,é ǝb jia nery eynkii kenǝǝ ka kinee.
3577,Ghene fise se wen ge: É nè bii we e mame mbee,we kuy & mbee
3578,Wel we luun kenfef & eyshie na Feyine,Jesus heard that they had thrown him out
3579,Jesus yio ge é jummen wen se ngay cyjem è se yene gwiye nè wen è bif ge: Wè le lu ne wè fó rytem se Wanwel-a?,and when he found him
3580,Əb fise ge: Babey,ko fekte wel we luun wen
3581,Jesus suuy se wen ge: Wê yenmen wen,ne lu wen we ǝb surjnen se wè e leenen.
3582,Wel vi me suuy ge: Báàba,me lu ne me fő eytem se wè. Əb suuy di
3583,Jesus suuy se wen ge: Me nè gwiy e mbi fen se sake ghel,ka ghel ghe luun əbnfef ye yene ablik
3584,Ghele kenone Falisee clee ghe é nè luun fo yio ka Jesus suuyen di è bif se wen ge: We kene se din ge ghes lu sêy ǝbnfef-a?,Some Pharisees who were with him heard him say this and asked
3585,Jesus fise ge: Ghen kè boy se ye lu əbnfef,fene ghen ki wiy njio. Dî ne ka ghene dinen ge ghene yene ablik-a
3586,Ngan kum nchiy-bvǝyse,The Very Truly Shepherding Figure
3587,Jesus suuy ge: Me suuy 10 abluu sehen gewel we ǝb báà lii e kengeye bvǝyse jii ǝbchio kengey,è sey chia kok kengey è lii əmchin
3588,Wel we ǝb liin ne lu jii ǝbchio kengey lu nchiy-bvayse.,The one who enters by the gate is the shepherd of the sheep.
3589,Wel we əb chiyen ǝbchio kengey lóó ǝb dise ne lu se wen,bvǝyse wene ye yio giɛ ǝ wen
3590,ǝb fǝyse sejim,əb me ye nduu e mbiy
3591,Lòó se jia ye nduu e wel ǝbchin cybam. Lòó se ye nyine wen nyinen bek ge se báà se ke gie a wen.,But they will never follow a stranger; in fact
3592,Jesus nè maa ngan yin se ghene,ghene cheme jia keele kenǝǝ ke əb kenen se suuy se ghene.
3593,Jesus lu nchiy-bvǝyse eyjun,Therefore Jesus said again
3594,Jesus me gese suuy se ghene ge: Me suuy abluuy se ghen ge me lu abchio kengey we bvǝyse chian e ten.,“Very truly I tell you
3595,Ghel ɛjim ghe é nè gwiyen se mbiy se me lu echon gese lu ghe é yuyen ghel fii əbfua,di bvǝyse jia yio ghene.
3596,Me lu abchio ə kengey,ne naa nde chia jii e me ǝbghun è lii ab boy
3597,Əbchone loo ǝb ye gwiy ken se chon,se yuy
3598,Me lu nchiy-bvǝyse eyjun. Nchiy-bvǝyse eyjune see lu kebaaten se kuo bek bvǝyse wen.,“I am the good shepherd. The good shepherd lays down his life for the sheep.
3599,Wel we é laken wen laken,we báà se lu loote nchiy-bvǝyse
3600,Wel we é laken laken nyine dì,bek ka é lak ken wen laken
3601,Me lu nchiy-bvǝyse eyjun. Me ke bvǝy a som,ne bvəy ə some ke me
3602,ken ka ba a wom keen me,ne me ke wen. Me lu kebaaten se kuo bek bvǝy a som.
3603,Me ki sey bvǝy selee se se bezy ghàà ye lu e ngoo fen. Me lu se baaté seghene se gwiy so. Se nêy ye yio gie a yom,me lu ngoo rymok
3604,Baye kone me bek ge me lu ne me fó cychii a yom,ka me nêy kase kiile.
3605,Wel wiy we lòó ǝb fii zychii ə yom se me. Foo me se me ngern. Me ki abtaawe se fo eychii a yom,ne me gese ki abtaawe se fii eybam. Lu ka ba a wom låmen ge me neey.
3606,Əbngiabsene gese fǝy e ghele Juus ghii mam bek kesunnene Jesus.,The Jews who heard these words were again divided.
3607,Ghel se eydio se suuye ge: Əb ki eyfim! Əb jake jaken! Ghene yióté kenəə ke ab suuyen bek ghe?,Many of them said
3608,Ghel elee se suuye ge: Wel eyfim lòó ǝb jia ye sunnen e jii ghan. Le lòó wel eyfim yiase eshie ə kenfef-a?,"But others said, ""These are not the sayings of a man possessed by a demon. Can a demon open the eyes of the blind?”"
3609,Ghele Juuse maa Jesus,Then came the Festival of Dedication at Jerusalem.
3610,Nè lu əbliye kenton,ηε é yie kechii ke é nè kuumen ka é nè kasen dise ndaa-eykokse e Jolesalem.
3611,Jesus se ghanle & kebaa a ndaa ke é nè tonten ge ke Solomon,e ndaa-eykokse.
3612,Ghele Juuse me kaame e wen rybee,è bif se wen ge: Wê kɛne ge ghes ye lu nè eymaanene se chin leey? Loo lu ne wè lu Vi we Feyine nè Yiosen
3613,Jesus fise ge: Me suuymen,dî ghene jia fo eytem. Əbnəə we me nery & ǝbtaawe na ba a wom dine wel we luun me;
3614,dî ghene jia fo eytem se me bek ka ghɛne báà se lu e ngoo bvǝyse nə me.,but you do not believe because you are not my sheep.
3615,Bvəyə some yio gie a yom. Me ke ghene,ne ghene jumte me.
3616,Με foo eychii ye ɛy jia yî mey se ghene,ne ghene jia yî kuo. Lòó wel jia dzək ghene se me keghoo.
3617,Ba ǝ wom we ǝb foon ghene se me chia kefaa kejim,nɛ lòó wel jia dzək ghene se wene keghoo.
3618,Ghese ba a wom lu kefaa kemok.,I and the Father are one.”
3619,Ghele Juus ghii gese binte ɛtiy se tǝmle Jesus so.,Again his opponents picked up stones to stone him
3620,Əb suuy se ghene ge: Me nɛɛymen əbnəə abjuje se eydio e ghene mam we Bay nè foon ge me neey. Ghene kerje se tamle me nè etiye bek ke,"but Jesus said to them, ""I have shown you many good works from the Father. For which of these do you stone me?”"
3621,Ghene fise ge: Ghese báà se kɛrje se tamle wè ne lu bek kenəə kejurje. Ghese tǝmle bek ka wè besen eyghel a Feyin. Wè lu ken wel,dî kene se ye lie ge wè lu Feyin.
3622,Jesus fise ge: É nyak & ghene nwaale tesak ge Feyine nè suuy ge: Ghen lu əmnyin.,"Jesus answered them, ""Is it not written in your Law, ‘I have said you are “gods”’?"
