source,target
translate English to Oku: 'The older brother became angry and refused to go in. So his father went out and pleaded with him.',"'Wán-əbvii vi me fɛlen eytem, è ab bǎǎ koŋen ge ab ye jame ɛ ndaa mok-a. Báǎba na wen me lòò ɛ eynjon è ab me se chakte wen ge ab ye jame.'"
translate English to Oku: will receive a hundred times as much and will inherit eternal life.,náà yε kiile əbnəə əbjim ε nkaase əblik (100) chia ka kε əb nè vəsen dì è kase kiile εychii wiy mεy.
"translate Oku to English: Jesus fise se wen ge: É nè nyaken ɛ nwaale-Feyin ge: ""Ke ge əmchio mòk nɛ wel jia mboyse wen ey-a.""","Jesus answered, ""It is written: 'Man shall not live on bread alone.'""""
1934,Satan me neey Jesus"
translate Oku to English: Nè lu dî ne abgii dio fo ge.,"There was plenty of grass in that place,"
translate Oku to English: Wel ablee yafe në kensaase nè lô gwiy se Jesus è təm eləy & wene eyshie è bernte Jesus ge: Loo lu ne wè kone we nery é me bonen.,"A man with leprosy came to him and begged him on his knees, ‘If you are willing, you can make me clean.’"
"translate Oku to English: Bita ghene babey na wen nè koo eychii naa se ŋaŋ, dí ghene me lii è yen abtaa na Jesus gese nè wel əblee ghé é nè siyse nè wen di.","Peter and his companions were very sleepy, but when they became fully awake, they saw his glory and the two men standing with him."
"translate English to Oku: Then the eleven disciples went to Galilee, to the mountain where Jesus had told them to go.",Ghon-eyfel nə Jesus ghe njio-cymok eyvəm me lòò è ndu ɛ Galilee è kok ɛ kfən ye Jesus nè suuyen ge ghene ghene nêy konen e ten.
translate Oku to English: Ntie nè lô shin ɛtiye bayte.,"The earth shook, the rocks split"
"translate English to Oku: But after I have been raised, I will go ahead of you into Galilee.’",Dî nε Feyine nêy lose mε se εykuo é mε lòò è ndu se Galilee ε ghene mbiy.
"translate English to Oku: Now if I drive out demons by Beelzebub, by whom do your followers drive them out? So then, they will be your judges.","Lòó mɛ nè lúúsen teyioy əbe nè abtaa na Beelzebul di, ghel eyghoŋ na ghen nè lúúsen teyioy əbe nè abtaa na ndɛ-a? Lu bek kii nɛ ghene nǎǎ ye suuy ge ghen lu ghel-əbame."
translate English to Oku: he joyfully puts it on his shoulders and goes home. Then he calls his friends and neighbors together and says,"'Se lu ka ab me yenen wen di, ab me fii wen ɛ ketuu mchii na wen nè eylake-eytem. Se lu ka ab me kase fiile ɛ ndaa na wen di, ab me yio babey na wen gese nè ghel ɛ ndaa na wen è ab me suuy se ghene ge: ""Lakeen eytem nè mɛ, bek ka mɛ me yenmen nnyii na yom wɛ ab nè meymenen di."""""",'And when he finds it"
"translate English to Oku: The royal official said, 'Sir, come down before my child dies.'","Wel abghaken vi fise ken ge: Babey, gwiy é lóó buu dî, é wan ə wom kuo."
translate English to Oku: His parents said this because they were afraid of the Jewish leaders who already had decided that anyone who acknowledged that Jesus was the Messiah would be put out of the synagogue.,Me suuye ǝbluuy se ghen ge naa nde we ǝb neeyen kenǝǝ ke me suuyen lu ne ǝb jia yî kuo.
"translate Oku to English: Ken e leghe ghen nǎǎ ye suuy ge: 'Ghes me chamen eyshee è nyok jii nè wè, è wè me fektemen ghes ɛ te-ntek na ghes.'","""Then you will say, ’We ate and drank with you, and you taught in our streets.’"
"translate English to Oku: The man who was healed had no idea who it was, for Jesus had slipped away into the crowd that was there.",Wel we é kè chuken cheme jia se ke wel we ǝb kè chuken wen bek ka Jesus kè leyenmen e mame ngose wel ye ey nè luun fo.
"translate Oku to English: Nè lu ɛ əbliy fo nɛ Jesus nè yemen nè wen-moke, nɛ ghel eyghoŋ na wen me gwiy se wen. Jesus me bife ghene ge: ""Ghel suuy ge mɛ lu ndɛ-a?""","Once when Jesus was praying in private and his disciples were with him, he asked them, ""Who do the crowds say I am?""""
2187,Ghene me fise ge: """"Ghel əmoke suuy ge wè lu Joon Nfoo Moo"
"translate English to Oku: When Jesus saw her, he called her forward and said to her, ""Woman, you are set free from your infirmity.""","Se lu ka Jesus nè yenen wen di, è me yio wen è suuy se wen ge: ""Wel-əbvii, wè me boymen ɛ koon na vie!"""
translate Oku to English: Ghɛn yɛ baate ɛykɛŋ ə yɛn ləme nɛ lu ɛyyio.,But store up for yourselves treasures in heaven.
"translate English to Oku: Then they understood that he was not telling them to guard against the yeast used in bread, but against the teaching of the Pharisees and Sadducees.",Əb me keele ge əb nè báà suuy kum feshik kε əb nè too keban so əb nè suuy kum ndinte nə Falisee ghene Saduse.
translate English to Oku: ne bvəy ə some ke me,Me lu nchiy-bvǝyse eyjun. Me ke bvǝy a som
translate English to Oku: dî è se fane ngose wel bek ge ghele nè yεne ge Jesus lu wele ntum nə Feyine.,Ghene me se kεŋe ge é koo wen
translate English to Oku: The Lord turned and looked straight at Peter. Then Peter remembered the word the Lord had spoken to him:,"Báàba benle è soo eyshie & Bita abghun, əb me kuume kenǝǝ ke ǝb kè suuyen ge:"
"translate English to Oku: All those the Father gives me will come to me,",Wel abjim we Ba a wom foon se me nêy gwiy se me.
translate Oku to English: Ke taa se ghen se beeme əbnəə əbjim we ghele ntum nə Feyine nè suuyen bek ghe?,"And beginning with Moses and all the Prophets, he explained to them what was said in all the Scriptures concerning himself."
translate English to Oku: ko fekte wel we luun wen,Əb fise ge: Babey
"translate Oku to English: Ghene lòò naa ghel abjim è ndu nè Jesus se Bailet,",Then the whole assembly rose and led him off to Pilate.
"translate English to Oku: But the Advocate, the Holy Spirit, whom the Father will send in my name, will teach you all things and will remind you of everything I have said to you.","Dî ne ngiamten ye Keyioy Kelanene ke Baye nêy tum e me syghel ko nêy dinte əbnəə əbjim se ghen, è nɛɛy é ghen kuume əbnəə əbjim we me suuyenmen se ghen."
"translate Oku to English: [Lu fo ne kóòle se se kfǝlen ghene kuo wiy, ne ǝbvəs we ǝb nyoken ghene liime wiy].","’where their worm does not die, and the fire is not quenched.’"
translate Oku to English: Jesus fise ge: Wel əbjim báà se beeme kenəə vin lu kεn ghel ghε Feyine nεεymen ghene.,"Jesus replied, 'Not everyone can accept this word, but only those to whom it has been given.'"
"translate English to Oku: Jesus replied, ""Foxes have dens and birds have nests, but the Son of Man has no place to lay his head.""","Jesus me fise se wen ge: ""Te-eysak-mey lu nè teyghu, nɛ eynyen-eytaa lu nè teynyuu, dí Wán-wel-eyfɛl băǎ lu nè eysak wɛ ab nè yemen ɛ ten mok-a."""
translate Oku to English: Bailet bif se wen ge: Lu wề abfon a ghele Juus-a?,"So Pilate asked Jesus, 'Are you the king of the Jews?'"
"translate Oku to English: Se lu ka Jesus nè kooksemen ɛ Jeliko di, wel-eybense moke me chie ɛ eychie-ndaa è ab nè lə̀ò amkaa.","As Jesus approached Jericho, a blind man was sitting by the roadside begging."
"translate English to Oku: When a Samaritan woman came to draw water,",Əbvii wê Samalia ǝblee gwiy fo se tuu moo.
"translate English to Oku: ""If anyone has ears to hear, let them hear.""","Wel we ǝb kiin əbtuule se yio, əb yio."
"translate English to Oku: It was Mary Magdalene, Joanna, Mary the mother of James, and the others with them who told this to the apostles.","Əbkiy nê ghin nè lu Mrele Magdalene, nè Joanna gese nè Merle we no a Jems, gese nè ǝbkiy elee."
"translate Oku to English: ghele mbiy se ndaa-eykokse Feyin, nè ghé eydinte tesake gese nè cheese kokte gwiy, è se bife se wen ge:","the chief priests, the teachers of the law and the elders came to him. ""By what authority are you doing these things?"" they asked."
translate English to Oku: John the Baptist came preaching in the wilderness of Judea.,Joon Nfoo Moo ndu əbkwak ɛ Judea è se fekte se ghele.
"translate English to Oku: He replied, 'Every plant that my heavenly Father has not planted will be pulled up by the roots.'",Fekak əbjim wε Ba ə wom wε əb luun ε εyyio báà se liε é Feyine náà dəəne.
translate Oku to English: Eymok nè lòó ey fo moo ka amtem əmbaa kene ammtal.,each holding from twenty to thirty gallons.
translate English to Oku: David was the son of Abraham.,David nè lu wán ə Ablaham.
"translate Oku to English: Keyioy na wen me kase fiile, è ab me lii sasen ken e leghe. Jesus me suuy ge ghene fo eyshee se wen ab chame.","Her spirit returned, and at once she stood up. Then Jesus told them to give her something to eat."
"translate English to Oku: children born not of natural descent, nor of human decision or a husband’s will, but born of God.","Ghene nè báà se lu ghon a Feyin ge é bii ǝblam na wele-meson, jia semte wel se bii ghene, jia kwaate wel, nè lu zykwaate a Feyin."
"translate English to Oku: Whoever has ears, let them hear.","Naa ndε wε əb kiin əbtuule se yio, əb yio."
translate English to Oku: Abraham was the father of Isaac.,Ablaham nè lu ba ə Ayzek.
translate Oku to English: Me suuy le bek ge ǝbliye tene nëy ye lu ǝbliy we Feyine mak ngek se Islael se neey ge abnaa we é në nyakenmen e wen a nwaale kwen.,'For this is the time of punishment in fulfillment of all that has been written.'
"translate English to Oku: ’Because no one has hired us,’ they answered.",Ghene fise ge: Bek ge wel báà se kεηe ghεs se fəy εylem.
"translate English to Oku: During those days another large crowd gathered. Since they had nothing to eat, Jesus called his disciples to him and said,","Ko se lu əmchii fo, felic wele gese kaame e Jesus eybee, ki wiy kefaa se yie."
translate Oku to English: Dí nè lu ɛ əbliy-eynyak-əbnəə Feyine nǎǎ ye yen eysen se ghel ə Taya ghene Sidon geese nɛ ghen.,But it will be more bearable for Tyre and Sidon at the judgment than for you.
translate English to Oku: ghεn nè bóy se nεεy dì ka mε nè nεεyen nè fekak vin dì.,Jesus fise ge: Mε suuy se ghεn ge loo ghεn nè fo εytem se mε ghεn yε ke maa tetem
translate Oku to English: Jesus me chiise se ghene ge: Ghen yɛ ke se fiele kenəə ten se wel ghey; ǝb se chiise naa leɛy ne é séy meyse saŋse nduu so nduun.,"Jesus commanded them not to tell anyone. But the more he did so, the more they kept talking about it."
translate Oku to English: Ghàà ghɛn yɛ ghame ghel fɛ Feyine náà gham ghɛn.,"Do not judge, or you too will be judged."
translate Oku to English: Ghế mbiye na ghele Juus ghii nè báà se koje se beeme ge wel vi nè lô se lu kenfef se geese ye yen ǝblik. Ne ghene geese beeme,ghene nè lô jan ba ǝ wen ghene no a wen
translate Oku to English: Ghεn yε ke sɛy se yε toŋte wel ε ketuu ntiε ge Bay,bek ge ghεn ki Bay əbmok nε lu wε əb luun ε εyyio.
"translate Oku to English: 52. Jesus suuy se wen ge: Yɛɛ nduu, eytem ye wè foon san nɛɛymen wè bonen. Eshie kenfef kii ko me yiase ken se ǝbliy, əb se yene ǝblik, è me lòò è se nduu e Jesus cybam.","""Go,"" said Jesus, ""your faith has healed you."" Immediately he received his sight and followed Jesus along the road."
"translate English to Oku: the son of Cainan, the son of Arphaxad, the son of Shem, the son of Noah, the son of Lamech,","Shela nè lu wán ə Kenan we wán ə Alfasad, we nè luun wán ə Shem we wán Noa, we nè luun wán ə Lamek."
"translate English to Oku: When the Jews who had been with Mary in the house, comforting her, noticed how quickly she got up and went out, they followed her, thinking she was going to the tomb to mourn there.","Ghele Juus ghe é nè luun e ndaa ghene ghe Meele, chǝmsen wen yen ka ab tumen è loole è fay, è me se nduu e wen eybam, kwaate ge ab nduu ǝbghun eysey se ye diy fo."
"translate English to Oku: ""What’s this wisdom that has been given him? What are these remarkable miracles he performs?""",Əb lie ghááy ǝbfee vine? Yen eynkii əbnəə əbchio ǝbyúméné we ǝb nɛɛyen.
"translate English to Oku: He has helped his servant Israel, remembering to be merciful","Əb lu nɛ əb kuume eykak yɛ əb nè foon se ɛbaa ɛbaa ghese, è gwiye se giamtene wel eyfel na wene wɛ Islacl."
translate English to Oku: so that you may know the certainty of the things you have been taught.,"əbnəə we əb luun ɛ ŋwaale fɛn Eychakte 1.1-4 É fekte eybii Joon Nfoo Moo ghene ye Jesus 1.5–2.52 Eyfcl ə Joon Nfoo Moo 3.1-20 Jesus fii moo, Satan Momse Wen 3.21–4.13 Eyfcl ə Jesus ɛ Galilee 4.14–9.50 Jesus lòò se Galilee è ndu ɛ Jolesalem 9.51–19.27 Əbweye kenlaysen na Jesus ɛ Jolesalem 19.28–23.56 Bààba loole se eykuo è din ngen ə wen, è kok se eyyio 24.1-53"
"translate English to Oku: adultery, greed, malice, deceit, lewdness, envy, slander, arrogance and folly.","semte abfua ghel, ki nchiinen sybee, leese ghel, momle kemomle, gheke kenghek, bese teghel ə ghel, kokse ǝbghun, gese nɛɛy əbnəə əbyume."
"translate Oku to English: Əb nè fǝyse wel we ǝb nè nduun nchak ne ab nè ndu bek ka ǝb nè luun & mǝme kenon ke ke nè losen abchio ɛ ntek ge é bak eysak, gese ka ǝb nè yuyen wel, è me fo Jesus ge é yúy ka ghene nè kerjen.","He released the man who had been thrown into prison for insurrection and murder, the one they asked for, and surrendered Jesus to their will."
"translate English to Oku: When he came back, he again found them sleeping, because their eyes were heavy.",əb mεyse εyjem è kase fiile ghaa ghon-εyfεl nə wen ghii nè luun è gese yε nε ghene ko bo buune bek ka mbuunese nè diilen ε ghene εshiε naa se ŋaη.
"translate Oku to English: ǝb nëy gwiy, è din se ghele mbii ge ghene kwaate nè cybame kum mbeese ghen, kum sychii ye titiye, kum jii ye Feyine yi sak ghel e ten.","When he comes, he will prove the world to be in the wrong about sin and righteousness and judgment:"
"translate Oku to English: Se me foonten, è biņle è chio e koŋ, è chakle se kechəm keghuye è kuoke.","The herd, about two thousand in number, rushed down the steep bank into the lake and were drowned."
"translate English to Oku: ""What are you arguing with them about?"" he asked.",Əb bif se ghon-eyfel nə wene ge: Ghene ghel ghine kè beke ghe?
"translate English to Oku: Then they asked him, ""What did he do to you? How did he open your eyes?”",Wè kwaate ge wè lu nde?
translate Oku to English: Dî nε Feyine naa faf əbchii ten bek ghele wen ghε əb nè chokenmen.,but for the sake of the elect those days will be shortened.
"translate Oku to English: Zakalia bif se nchiy-ndaa-Feyin yi ge: Lóó mɛ keele se ghe, ne mɛ ngesenmen sɛ?","Zechariah asked the angel, ""How can I be sure of this? I am an old man and my wife is well along in years."""
